"#","Name","Symbol","Market Cap","Price","Circulating Supply","Volume (24h)","% 1h","% 24h","% 7d","URLS"
402,"AICHAIN","AIT","$10,553,449","0.019724","535067071","$32,379","1.73%","1.72%","14.45%","https://coinmarketcap.com/currencies/aichain/"
403,"Cappasity","CAPP","$10,520,757","0.027139","387659073","$68,630","0.64%","0.00%","-39.64%","https://coinmarketcap.com/currencies/cappasity/"
404,"Measurable Da...","MDT","$10,475,266","0.052471","199640302","$748,613","0.14%","-1.43%","-14.10%","https://coinmarketcap.com/currencies/measurable-data-token/"
405,"Neumark","NEU","$10,466,302","0.364387","28723038","$186,419","-0.03%","3.16%","2.69%","https://coinmarketcap.com/currencies/neumark/"
406,"ProChain","PRA","$10,328,728","0.208397","49562749","$2,124,910","-0.14%","0.56%","-3.25%","https://coinmarketcap.com/currencies/prochain/"
407,"LoMoCoin","LMC","$10,248,611","0.044942","228040319","$12,007","0.80%","3.01%","-4.45%","https://coinmarketcap.com/currencies/lomocoin/"
408,"Universal Cur...","UNIT","$10,176,914","0.758031","13425459","$35,264","-0.29%","1.43%","-18.36%","https://coinmarketcap.com/currencies/universal-currency/"
409,"Clams","CLAM","$10,107,171","3.43","2946843","$29,680","0.02%","-0.71%","-5.17%","https://coinmarketcap.com/currencies/clams/"
410,"BitSend","BSD","$10,074,117","0.538635","18703050","$88,346","-0.64%","-0.54%","-5.02%","https://coinmarketcap.com/currencies/bitsend/"
411,"ClearCoin","CLR","$10,030,080","0.012538","800000000","$62,147","10.95%","-25.78%","?","https://coinmarketcap.com/currencies/clearcoin/"
412,"Databits","DTB","$9,713,951","0.427028","22747809","$8,983","-0.20%","0.04%","-17.61%","https://coinmarketcap.com/currencies/databits/"
413,"NewYorkCoin","NYC","$9,590,330","0.000072","134024588760","$14,919","0.53%","-1.90%","-4.41%","https://coinmarketcap.com/currencies/newyorkcoin/"
414,"EarthCoin","EAC","$9,588,485","0.000810","11844201237","$7,661","-0.16%","2.79%","4.03%","https://coinmarketcap.com/currencies/earthcoin/"
415,"Rubycoin","RBY","$9,582,979","0.376136","25477430","$6,371","-0.16%","-1.06%","-9.00%","https://coinmarketcap.com/currencies/rubycoin/"
416,"Covesting","COV","$9,568,178","0.546753","17500000","$91,541","-2.88%","-7.85%","-20.83%","https://coinmarketcap.com/currencies/covesting/"
417,"True USD","TUSD","$9,546,023","1.01","9474115","$1,345,090","0.28%","0.79%","0.25%","https://coinmarketcap.com/currencies/true-usd/"
418,"Waves Communi...","WCT","$9,527,216","0.955627","9969597","$14,192","-0.05%","1.51%","-5.72%","https://coinmarketcap.com/currencies/waves-community-token/"
419,"Energycoin","ENRG","$9,498,964","0.078011","121764100","$9,670","0.21%","0.57%","-12.41%","https://coinmarketcap.com/currencies/energycoin/"
420,"Snovio","SNOV","$9,489,966","0.023433","404984701","$62,141","-1.29%","5.12%","-9.51%","https://coinmarketcap.com/currencies/snovio/"
421,"CanYaCoin","CAN","$9,442,726","0.234082","40339393","$731,515","-0.31%","-3.73%","-22.79%","https://coinmarketcap.com/currencies/canyacoin/"
422,"Boolberry","BBR","$9,434,023","0.833616","11316989","$701","-0.16%","-1.36%","-2.12%","https://coinmarketcap.com/currencies/boolberry/"
423,"Hi Mutual Soc...","HMC","$9,412,257","0.023292","404100000","$236,399","-0.44%","2.93%","-24.61%","https://coinmarketcap.com/currencies/hi-mutual-society/"
424,"Debitum Network","DEB","$9,384,481","0.056551","165947218","$56,674","-1.56%","2.44%","-1.62%","https://coinmarketcap.com/currencies/debitum-network/"
425,"Swarm City","SWT","$9,361,232","1.15","8151259","$110,484","1.76%","3.74%","-6.11%","https://coinmarketcap.com/currencies/swarm-city/"
426,"TE-FOOD","TFD","$9,336,278","0.022132","421835688","$65,581","-0.83%","0.61%","-12.22%","https://coinmarketcap.com/currencies/te-food/"
427,"DomRaider","DRT","$9,288,975","0.015704","591500000","$134,922","13.75%","12.71%","-14.02%","https://coinmarketcap.com/currencies/domraider/"
428,"NVO","NVST","$9,280,995","0.618733","15000000","$1,976","-0.55%","-10.00%","3.04%","https://coinmarketcap.com/currencies/nvo/"
429,"ALQO","ALQO","$9,242,542","0.267601","34538517","$77,143","-0.59%","-6.88%","-19.27%","https://coinmarketcap.com/currencies/alqo/"
430,"OKCash","OK","$9,224,674","0.124750","73945283","$315,198","1.35%","4.69%","2.59%","https://coinmarketcap.com/currencies/okcash/"
431,"TransferCoin","TX","$9,102,575","1.42","6405347","$207,339","-0.78%","0.23%","-8.27%","https://coinmarketcap.com/currencies/transfercoin/"
432,"Auroracoin","AUR","$9,047,669","1.04","8658139","$5,698","0.26%","-1.92%","-12.09%","https://coinmarketcap.com/currencies/auroracoin/"
433,"Russian Miner...","RMC","$8,982,474","5960.50","1507","$9,286","-0.16%","-9.77%","-6.66%","https://coinmarketcap.com/currencies/russian-mining-coin/"
434,"HEAT","HEAT","$8,949,125","0.267776","33420192","$1,893","0.55%","15.56%","43.63%","https://coinmarketcap.com/currencies/heat-ledger/"
435,"EchoLink","EKO","$8,766,568","0.035081","249895761","$2,481,740","-1.41%","3.06%","-11.95%","https://coinmarketcap.com/currencies/echolink/"
436,"Stox","STX","$8,683,105","0.205874","42176793","$633,430","0.15%","-0.70%","-6.22%","https://coinmarketcap.com/currencies/stox/"
437,"ATBCoin","ATB","$8,677,717","0.210590","41206692","$2,457,270","-0.16%","-0.19%","-8.25%","https://coinmarketcap.com/currencies/atbcoin/"
438,"ATN","ATN","$8,633,065","0.403342","21403834","$128,704","-0.04%","1.48%","-15.87%","https://coinmarketcap.com/currencies/atn/"
439,"ToaCoin","TOA","$8,622,633","0.003578","2409869279","$11,308","-1.29%","-4.90%","-15.39%","https://coinmarketcap.com/currencies/toacoin/"
440,"FlorinCoin","FLO","$8,616,869","0.060230","143065591","$261,704","0.40%","-8.74%","-23.40%","https://coinmarketcap.com/currencies/florincoin/"
441,"DecentBet","DBET","$8,608,596","0.071525","120357695","$69,806","5.29%","-9.35%","-20.08%","https://coinmarketcap.com/currencies/decent-bet/"
442,"TokenClub","TCT","$8,559,512","0.017803","480793117","$113,426","1.32%","4.45%","-3.52%","https://coinmarketcap.com/currencies/tokenclub/"
443,"Gambit","GAM","$8,555,351","7.13","1200279","$7,066","-0.18%","-1.12%","6.85%","https://coinmarketcap.com/currencies/gambit/"
444,"Hacken","HKN","$8,516,421","2.09","4072972","$71,506","-4.28%","0.21%","-8.21%","https://coinmarketcap.com/currencies/hacken/"
445,"Hubii Network","HBT","$8,515,654","0.630023","13516418","$2,608","0.15%","18.00%","11.18%","https://coinmarketcap.com/currencies/hubii-network/"
446,"Myriad","XMY","$8,511,109","0.005440","1564510500","$124,518","0.71%","5.37%","-10.38%","https://coinmarketcap.com/currencies/myriad/"
447,"CoinFi","COFI","$8,459,994","0.049627","170470573","$62,969","-6.61%","-2.07%","-13.22%","https://coinmarketcap.com/currencies/coinfi/"
448,"Rivetz","RVT","$8,454,787","0.322155","26244468","$6,057","-0.10%","-23.66%","-18.91%","https://coinmarketcap.com/currencies/rivetz/"
449,"InvestFeed","IFT","$8,439,416","0.044097","191381257","$4,438","-0.18%","1.53%","-6.52%","https://coinmarketcap.com/currencies/investfeed/"
450,"Quantum","QAU","$8,404,863","0.111800","75177666","$10,665","-0.09%","3.75%","-8.59%","https://coinmarketcap.com/currencies/quantum/"
451,"Karma","KRM","$8,355,011","0.008310","1005414013","$102,790","0.40%","-9.72%","-9.77%","https://coinmarketcap.com/currencies/karma/"
452,"NeosCoin","NEOS","$8,312,064","2.22","3752201","$386,335","-0.08%","0.36%","-9.75%","https://coinmarketcap.com/currencies/neoscoin/"
453,"CoinPoker","CHP","$8,311,291","0.050982","163022741","$324,806","-0.48%","0.42%","1.14%","https://coinmarketcap.com/currencies/coinpoker/"
454,"LockChain","LOC","$8,270,201","0.889942","9292966","$22,206","0.05%","14.58%","-6.34%","https://coinmarketcap.com/currencies/lockchain/"
455,"BitDice","CSNO","$8,242,710","0.117753","70000000","$664","-0.15%","6.96%","-12.53%","https://coinmarketcap.com/currencies/bitdice/"
456,"MyBit Token","MYB","$8,232,980","2.94","2799476","$5,181","0.34%","-4.87%","-25.92%","https://coinmarketcap.com/currencies/mybit-token/"
457,"The ChampCoin","TCC","$8,217,292","0.049824","164925727","$3,992","-0.18%","0.28%","-7.00%","https://coinmarketcap.com/currencies/the-champcoin/"
458,"bitqy","BQ","$8,169,708","0.002624","3112981275","$1,168","-0.49%","2.52%","-14.56%","https://coinmarketcap.com/currencies/bitqy/"
459,"HelloGold","HGT","$8,162,071","0.031030","263034654","$4,403,990","-0.35%","1.31%","1.93%","https://coinmarketcap.com/currencies/hellogold/"
460,"Aurora DAO","AURA","$8,079,106","0.079279","101907520","$17,698","-0.42%","10.46%","-5.99%","https://coinmarketcap.com/currencies/aurora-dao/"
461,"Patientory","PTOY","$8,011,360","0.114448","70000000","$356,291","0.21%","3.27%","-3.87%","https://coinmarketcap.com/currencies/patientory/"
462,"Golos","GOLOS","$7,967,204","0.063984","124518891","$18,885","-0.47%","5.27%","4.91%","https://coinmarketcap.com/currencies/golos/"
463,"Polybius","PLBT","$7,926,507","2.00","3969565","$8,210","0.33%","-0.80%","2.58%","https://coinmarketcap.com/currencies/polybius/"
464,"DubaiCoin","DBIX","$7,904,826","3.54","2232901","$42,531","-0.65%","-1.66%","-18.57%","https://coinmarketcap.com/currencies/dubaicoin-dbix/"
465,"aXpire","AXP","$7,883,012","0.030752","256338119","$52,316","0.69%","-3.12%","-0.58%","https://coinmarketcap.com/currencies/axpire/"
466,"AirToken","AIR","$7,780,112","0.007410","1050000000","$135,495","0.43%","1.62%","-7.44%","https://coinmarketcap.com/currencies/airtoken/"
467,"Oxycoin","OXY","$7,779,268","0.080173","97031386","$17,758","-0.33%","12.86%","-18.00%","https://coinmarketcap.com/currencies/oxycoin/"
468,"Spectrecoin","XSPEC","$7,663,756","0.368711","20785264","$29,795","-0.16%","-6.23%","-31.15%","https://coinmarketcap.com/currencies/spectrecoin/"
469,"Musicoin","MUSIC","$7,650,792","0.010960","698045864","$102,309","-1.03%","-0.20%","-21.80%","https://coinmarketcap.com/currencies/musicoin/"
470,"SportyCo","SPF","$7,634,339","0.145942","52310775","$1,392,450","-3.52%","-3.13%","-9.95%","https://coinmarketcap.com/currencies/sportyco/"
471,"Eroscoin","ERO","$7,630,341","0.040860","186744000","$97,179","0.50%","-4.54%","-0.57%","https://coinmarketcap.com/currencies/eroscoin/"
472,"Primas","PST","$7,629,568","0.149015","51200000","$87,815","-0.62%","-0.74%","-9.10%","https://coinmarketcap.com/currencies/primas/"
473," FidentiaX","FDX","$7,600,614","0.072387","105000000","$27,044","-1.25%","-9.42%","-16.11%","https://coinmarketcap.com/currencies/fidentiax/"
474,"Profile Utili...","PUT","$7,588,715","0.215378","35234404","$1,114,280","-4.66%","-0.34%","-25.06%","https://coinmarketcap.com/currencies/profile-utility-token/"
475,"GoByte","GBX","$7,559,376","6.54","1156133","$84,993","1.28%","4.20%","-21.30%","https://coinmarketcap.com/currencies/gobyte/"
476,"Mintcoin","MINT","$7,513,317","0.000301","24947260808","$28,570","-18.29%","-17.53%","-28.43%","https://coinmarketcap.com/currencies/mintcoin/"
477,"Dynamic","DYN","$7,510,231","1.55","4854204","$168,443","-0.11%","4.75%","-3.36%","https://coinmarketcap.com/currencies/dynamic/"
478,"Espers","ESP","$7,498,494","0.000351","21380773607","$7,923","15.68%","35.86%","4.04%","https://coinmarketcap.com/currencies/espers/"
479,"DIMCOIN","DIM","$7,497,697","0.003583","2092475837","$8,879","-0.05%","-2.63%","-14.76%","https://coinmarketcap.com/currencies/dimcoin/"
480,"Chronobank","TIME","$7,468,327","10.52","710113","$212,839","-0.06%","1.75%","-8.93%","https://coinmarketcap.com/currencies/chronobank/"
481,"Flixxo","FLIXX","$7,466,199","0.096760","77161802","$652,279","3.41%","47.14%","76.79%","https://coinmarketcap.com/currencies/flixxo/"
482,"B2BX","B2B","$7,433,175","0.459727","16168673","$46,857","-9.15%","13.57%","-11.33%","https://coinmarketcap.com/currencies/b2bx/"
483,"OneRoot Network","RNT","$7,404,284","0.033114","223599799","$1,004,770","0.77%","3.94%","-10.21%","https://coinmarketcap.com/currencies/oneroot-network/"
484,"Nexium","NXC","$7,402,967","0.111288","66520799","$22,580","-0.66%","2.75%","-14.69%","https://coinmarketcap.com/currencies/nexium/"
485,"Solaris","XLR","$7,365,420","6.45","1142478","$61,181","-0.19%","-2.54%","-12.37%","https://coinmarketcap.com/currencies/solaris/"
486,"LUXCoin","LUX","$7,267,284","5.14","1412511","$63,821","-1.04%","1.65%","-7.69%","https://coinmarketcap.com/currencies/luxcoin/"
487,"CVCoin","CVCOIN","$7,259,966","0.738024","9837033","$2,733","-0.54%","-5.71%","1.39%","https://coinmarketcap.com/currencies/cvcoin/"
488,"Polis","POLIS","$7,235,732","4.65","1555232","$81,522","0.15%","-0.98%","50.35%","https://coinmarketcap.com/currencies/polis/"
489,"EZToken","EZT","$7,183,935","0.624690","11500000","$1,529,270","0.03%","1.53%","-6.74%","https://coinmarketcap.com/currencies/eztoken/"
490,"Remme","REM","$7,174,136","0.011951","600295910","$166,832","-0.55%","15.11%","17.44%","https://coinmarketcap.com/currencies/remme/"
491,"ColossusXT","COLX","$7,147,170","0.000666","10724738924","$64,830","-8.28%","8.58%","-35.58%","https://coinmarketcap.com/currencies/colossusxt/"
492,"Ethereum Movi...","EMV","$7,006,239","1.07","6566666","$3,626","0.12%","-3.75%","-63.71%","https://coinmarketcap.com/currencies/ethereum-movie-venture/"
493,"Guaranteed Et...","GETX","$7,003,080","0.023344","300000000","$51,762","-1.23%","10.39%","-15.51%","https://coinmarketcap.com/currencies/guaranteed-ethurance-token-extra/"
494,"FoldingCoin","FLDC","$6,991,675","0.012143","575764018","$52,048","-1.09%","2.60%","-11.90%","https://coinmarketcap.com/currencies/foldingcoin/"
495,"Etheroll","DICE","$6,818,880","0.973900","7001623","$23,173","-0.31%","18.53%","-3.84%","https://coinmarketcap.com/currencies/etheroll/"
496,"Novacoin","NVC","$6,788,169","3.34","2032836","$8,504","-0.11%","-0.75%","-7.93%","https://coinmarketcap.com/currencies/novacoin/"
497,"Sequence","SEQ","$6,723,161","0.147706","45517186","$34,519","-0.54%","1.76%","-7.97%","https://coinmarketcap.com/currencies/sequence/"
498,"Syndicate","SYNX","$6,708,048","0.343445","19531650","$197,698","0.13%","5.94%","-4.75%","https://coinmarketcap.com/currencies/syndicate/"
499,"Ties.DB","TIE","$6,652,465","0.162793","40864563","$23,276","-0.14%","8.26%","-14.39%","https://coinmarketcap.com/currencies/tiesdb/"
500,"PinkCoin","PINK","$6,536,219","0.017115","381906699","$109,837","-0.03%","5.95%","-1.91%","https://coinmarketcap.com/currencies/pinkcoin/"
501,"Pirl","PIRL","$6,468,599","0.533920","12115296","$38,015","-0.89%","-2.65%","9.43%","https://coinmarketcap.com/currencies/pirl/"
502,"LALA World","LALA","$6,409,906","0.034258","187104652","$28,062","0.58%","0.11%","-10.64%","https://coinmarketcap.com/currencies/lala-world/"
503,"U.CASH","UCASH","$6,292,346","0.003411","1844678441","$14,837","5.64%","-16.41%","-67.08%","https://coinmarketcap.com/currencies/ucash/"
504,"Pluton","PLU","$6,280,340","7.39","850000","$1,841","0.05%","11.84%","3.27%","https://coinmarketcap.com/currencies/pluton/"
505,"Mysterium","MYST","$6,244,547","0.321403","19429024","$148,290","-0.07%","-0.01%","-13.54%","https://coinmarketcap.com/currencies/mysterium/"
506,"Sphere","SPHR","$6,244,033","2.03","3082940","$142,378","-0.02%","-1.94%","-15.80%","https://coinmarketcap.com/currencies/sphere/"
507,"Open Trading ...","OTN","$6,237,879","1.74","3592379","$37,004","0.15%","-1.54%","-30.95%","https://coinmarketcap.com/currencies/open-trading-network/"
508,"TrueFlip","TFL","$6,220,560","0.995725","6247267","$279,713","-0.18%","17.46%","13.65%","https://coinmarketcap.com/currencies/trueflip/"
509,"Worldcore","WRC","$6,101,929","0.034846","175109299","$101,907","0.86%","-12.69%","-27.77%","https://coinmarketcap.com/currencies/worldcore/"
510,"Bitcrystals","BCY","$6,100,239","0.263131","23183277","$18,897","1.39%","2.62%","-3.21%","https://coinmarketcap.com/currencies/bitcrystals/"
511,"Interplanetar...","IPBC","$6,089,429","0.173805","35035983","$69,941","1.63%","16.94%","-24.30%","https://coinmarketcap.com/currencies/interplanetary-broadcast-coin/"
512,"Aventus","AVT","$6,057,540","1.01","6000000","$156,088","0.03%","4.56%","-11.47%","https://coinmarketcap.com/currencies/aventus/"
513,"DopeCoin","DOPE","$5,992,127","0.051283","116845228","$32,472","-0.20%","5.12%","-15.62%","https://coinmarketcap.com/currencies/dopecoin/"
514,"Stealthcoin","XST","$5,964,368","0.209345","28490615","$18,389","2.47%","13.57%","-6.72%","https://coinmarketcap.com/currencies/stealthcoin/"
515,"Change","CAG","$5,939,639","0.160055","37109987","$49,372","-0.38%","2.65%","-6.78%","https://coinmarketcap.com/currencies/change/"
516,"Block Array","ARY","$5,877,872","0.085895","68430738","$35,873","1.04%","-7.75%","-13.76%","https://coinmarketcap.com/currencies/block-array/"
517,"OBITS","OBITS","$5,877,630","0.374978","15674600","$14,256","-3.41%","3.86%","6.94%","https://coinmarketcap.com/currencies/obits/"
518,"Curecoin","CURE","$5,837,596","0.244661","23859936","$31,350","0.49%","5.53%","-4.91%","https://coinmarketcap.com/currencies/curecoin/"
519,"Travelflex","TRF","$5,740,420","0.074777","76767079","$49,528","-15.96%","14.63%","67.52%","https://coinmarketcap.com/currencies/travelflex/"
520,"Internet of P...","IOP","$5,734,079","1.63","3525843","$445,107","0.97%","11.92%","0.11%","https://coinmarketcap.com/currencies/internet-of-people/"
521,"BitConnect","BCC","$5,687,710","0.607215","9366879","$22,466","-1.55%","-10.38%","-50.45%","https://coinmarketcap.com/currencies/bitconnect/"
522,"Circuits of V...","COVAL","$5,666,850","0.005667","1000000000","$17,557","-0.16%","0.84%","-7.21%","https://coinmarketcap.com/currencies/circuits-of-value/"
523,"Bounty0x","BNTY","$5,616,320","0.043710","128489922","$33,578","-2.68%","4.30%","-17.51%","https://coinmarketcap.com/currencies/bounty0x/"
524,"Ink Protocol","XNK","$5,529,996","0.034357","160957820","$4,442","0.12%","4.39%","-23.11%","https://coinmarketcap.com/currencies/ink-protocol/"
525,"DCORP","DRP","$5,430,833","0.670970","8094002","$28,424","-0.16%","1.52%","8.08%","https://coinmarketcap.com/currencies/dcorp/"
526,"AidCoin","AID","$5,377,799","0.157698","34101886","$207,046","-1.78%","0.66%","-11.69%","https://coinmarketcap.com/currencies/aidcoin/"
527,"GeoCoin","GEO","$5,369,633","1.70","3165329","$13,105","-0.16%","1.23%","-3.55%","https://coinmarketcap.com/currencies/geocoin/"
528,"Insights Network","INSTAR","$5,317,522","0.042630","124736613","$19,560","0.12%","5.04%","-8.85%","https://coinmarketcap.com/currencies/insights-network/"
529,"GET Protocol","GET","$5,305,636","0.510924","10384393","$6,578","0.15%","4.37%","-19.07%","https://coinmarketcap.com/currencies/get-protocol/"
530,"Elixir","ELIX","$5,302,720","0.168705","31431906","$15,803","-0.27%","3.66%","-11.74%","https://coinmarketcap.com/currencies/elixir/"
531,"Bulwark","BWK","$5,291,686","0.948935","5576447","$80,378","-1.50%","10.14%","-5.10%","https://coinmarketcap.com/currencies/bulwark/"
532,"Atmos","ATMS","$5,219,618","0.051958","100457629","$3,034","-0.16%","4.73%","-9.78%","https://coinmarketcap.com/currencies/atmos/"
533,"Tokes","TKS","$5,209,372","1.56","3336496","$11,927","-0.15%","-2.98%","-24.66%","https://coinmarketcap.com/currencies/tokes/"
534,"APX","APX","$5,196,711","7.39","703179","$1,831","-1.94%","-7.73%","-5.35%","https://coinmarketcap.com/currencies/apx/"
535,"Viuly","VIU","$5,180,924","0.007653","676968921","$847,296","2.13%","1.48%","-34.33%","https://coinmarketcap.com/currencies/viuly/"
536,"Banca","BANCA","$5,166,489","0.000443","11650116415","$647,025","1.07%","-0.15%","-3.99%","https://coinmarketcap.com/currencies/banca/"
537,"Dotcoin","DOT","$5,160,318","0.017669","292053250","$131,760","-2.45%","-9.20%","-14.82%","https://coinmarketcap.com/currencies/dotcoin/"
538,"Primalbase Token","PBT","$5,151,313","4121.05","1250","$474,694","-0.16%","-2.21%","7.96%","https://coinmarketcap.com/currencies/primalbase/"
539,"Ethorse","HORSE","$5,138,151","0.051138","100475600","$29,457","0.15%","3.85%","-8.04%","https://coinmarketcap.com/currencies/ethorse/"
540,"ArtByte","ABY","$5,016,182","0.006329","792537250","$121,895","0.27%","5.60%","-1.61%","https://coinmarketcap.com/currencies/artbyte/"
541,"Spectre.ai Ut...","SXUT","$4,987,619","0.203331","24529558","$387,616","0.26%","3.37%","-9.63%","https://coinmarketcap.com/currencies/spectre-utility/"
542,"GCN Coin","GCN","$4,968,577","0.000032","154133210000","$2,556","-0.57%","-36.34%","120.63%","https://coinmarketcap.com/currencies/gcn-coin/"
543,"Hydro Protocol","HOT","$4,927,206","0.021050","234069301","$572,967","0.08%","-6.99%","-23.31%","https://coinmarketcap.com/currencies/hydro-protocol/"
544,"BABB","BAX","$4,905,547","0.000380","12898507045","$77,292","0.05%","13.09%","-12.13%","https://coinmarketcap.com/currencies/babb/"
545,"CargoX","CXO","$4,886,644","0.037860","129071409","$20,257","-0.07%","7.26%","-10.93%","https://coinmarketcap.com/currencies/cargox/"
546," ClearPoll","POLL","$4,862,054","0.694580","6999991","$30,115","-0.54%","-0.10%","-26.06%","https://coinmarketcap.com/currencies/clearpoll/"
547,"Bezop","BEZ","$4,860,640","0.119618","40634684","$45,829","-0.01%","-8.87%","8.39%","https://coinmarketcap.com/currencies/bezop/"
548,"Farad","FRD","$4,835,233","0.035729","135332291","$18,603","2.65%","48.25%","-16.72%","https://coinmarketcap.com/currencies/farad/"
549,"Memetic / Pep...","MEME","$4,834,009","0.219911","21981659","$556,318","-1.10%","11.69%","11.21%","https://coinmarketcap.com/currencies/memetic/"
550,"Pandacoin","PND","$4,797,609","0.000148","32514916898","$6,602","-19.01%","-10.59%","-34.41%","https://coinmarketcap.com/currencies/pandacoin-pnd/"
551,"Zilla","ZLA","$4,788,906","0.124495","38466654","$2,301,060","-3.07%","-8.14%","-11.79%","https://coinmarketcap.com/currencies/zilla/"
552,"LIFE","LIFE","$4,784,824","0.000268","17825020138","$13,210","9.33%","6.52%","-22.46%","https://coinmarketcap.com/currencies/life/"
553,"BioCoin","BIO","$4,766,341","0.007685","620239414","$7,109","0.09%","-4.63%","-12.91%","https://coinmarketcap.com/currencies/biocoin/"
554,"Astro","ASTRO","$4,743,620","1.43","3313833","$1,917","0.77%","14.56%","-4.04%","https://coinmarketcap.com/currencies/astro/"
555,"adbank","ADB","$4,697,202","0.012155","386454660","$25,500","-0.61%","2.18%","-0.32%","https://coinmarketcap.com/currencies/adbank/"
556,"FedoraCoin","TIPS","$4,684,753","0.000022","212269865434","$67,291","0.15%","7.02%","-3.10%","https://coinmarketcap.com/currencies/fedoracoin/"
557,"Kore","KORE","$4,684,372","2.32","2022465","$140,565","-0.11%","2.36%","-0.16%","https://coinmarketcap.com/currencies/korecoin/"
558,"BlockCAT","CAT","$4,571,445","0.621110","7360121","$15,019","-0.07%","2.82%","0.98%","https://coinmarketcap.com/currencies/blockcat/"
559,"BitcoinZ","BTCZ","$4,474,483","0.003032","1475762660","$33,083","0.70%","-2.64%","10.36%","https://coinmarketcap.com/currencies/bitcoinz/"
560,"Smartlands","SLT","$4,469,374","0.876194","5100896","$17,800","0.07%","-7.26%","22.74%","https://coinmarketcap.com/currencies/smartlands/"
561,"GoldMint","MNTP","$4,452,502","2.33","1914997","$47,048","-0.11%","1.55%","7.78%","https://coinmarketcap.com/currencies/goldmint/"
562,"Centra","CTR","$4,385,354","0.064491","68000000","$23,976,200","3.60%","-49.82%","-84.96%","https://coinmarketcap.com/currencies/centra/"
563,"Publica","PBL","$4,381,893","0.235802","18582933","$7,729","-0.14%","11.14%","7.31%","https://coinmarketcap.com/currencies/publica/"
564,"Voise","VOISE","$4,380,936","0.008781","498887537","$825,790","-0.11%","-6.84%","-2.04%","https://coinmarketcap.com/currencies/voisecom/"
565,"Sether","SETH","$4,329,718","0.252470","17149434","$134,684","0.22%","-5.92%","-20.08%","https://coinmarketcap.com/currencies/sether/"
566,"DAO.Casino","BET","$4,311,188","0.025774","167270821","$1,721","2.84%","9.18%","-6.86%","https://coinmarketcap.com/currencies/dao-casino/"
567,"Playkey","PKT","$4,309,589","0.316149","13631512","$112,164","-0.15%","-10.51%","-4.63%","https://coinmarketcap.com/currencies/playkey/"
568,"REBL","REBL","$4,282,356","0.025340","168997894","$656,522","0.00%","2.16%","-24.80%","https://coinmarketcap.com/currencies/rebl/"
569,"Gatcoin","GAT","$4,242,018","0.008006","529861449","$16,682","-0.41%","-1.07%","-8.70%","https://coinmarketcap.com/currencies/gatcoin/"
570,"Bitmark","BTM","$4,214,698","0.492145","8563935","$83,891","-0.16%","1.61%","-13.14%","https://coinmarketcap.com/currencies/bitmark/"
571,"Breakout Stake","BRX","$4,207,852","0.671314","6268082","$7,974","-0.16%","-6.35%","-5.90%","https://coinmarketcap.com/currencies/breakout-stake/"
572,"Synergy","SNRG","$4,202,218","1.19","3543872","$4,334","-1.42%","0.40%","-4.95%","https://coinmarketcap.com/currencies/synergy/"
573,"PiplCoin","PIPL","$4,189,603","0.050208","83444258","$10,785","0.09%","-0.83%","55.44%","https://coinmarketcap.com/currencies/piplcoin/"
574,"Blockpool","BPL","$4,183,872","0.187669","22293890","$5,052","-0.16%","16.21%","18.48%","https://coinmarketcap.com/currencies/blockpool/"
575,"Terracoin","TRC","$4,144,256","0.183625","22569129","$5,831","-0.09%","1.64%","-3.70%","https://coinmarketcap.com/currencies/terracoin/"
576,"Opus","OPT","$4,123,719","0.029438","140080549","$2,028","-0.16%","0.27%","-7.69%","https://coinmarketcap.com/currencies/opus/"
577," AdShares","ADST","$4,117,342","0.212463","19379103","$16,549","-7.87%","21.10%","17.20%","https://coinmarketcap.com/currencies/adshares/"
578,"Qwark","QWARK","$4,093,152","0.076892","53232832","$22,985","-0.38%","0.91%","-11.33%","https://coinmarketcap.com/currencies/qwark/"
579,"BLUE","BLUE","$4,074,405","0.111185","36645278","$23,252","0.06%","-2.31%","-35.29%","https://coinmarketcap.com/currencies/ethereum-blue/"
580,"eBitcoin","EBTC","$4,061,144","0.214908","18897126","$24,219","-1.23%","-2.77%","-24.30%","https://coinmarketcap.com/currencies/ebtcnew/"
581,"Pesetacoin","PTC","$4,052,505","0.030381","133389904","$9,079","0.08%","1.87%","-7.11%","https://coinmarketcap.com/currencies/pesetacoin/"
582,"ExclusiveCoin","EXCL","$4,045,971","0.894346","4523944","$383,111","-2.08%","-6.24%","-8.58%","https://coinmarketcap.com/currencies/exclusivecoin/"
583,"FirstCoin","FRST","$3,951,185","0.126610","31207528","$108,533","-6.62%","-13.42%","-67.55%","https://coinmarketcap.com/currencies/firstcoin/"
584,"Payfair","PFR","$3,943,024","0.044304","88999687","$9,264","-0.11%","6.02%","-9.28%","https://coinmarketcap.com/currencies/payfair/"
585,"RefToken","REF","$3,919,478","5.35","732429","$19,978","0.36%","-3.72%","-20.00%","https://coinmarketcap.com/currencies/reftoken/"
586,"Neutron","NTRN","$3,902,055","0.112436","34704675","$20,376","-5.72%","-5.40%","-13.91%","https://coinmarketcap.com/currencies/neutron/"
587,"Global Curren...","GCR","$3,894,774","0.037460","103971274","$23,325","-0.14%","-12.89%","-9.05%","https://coinmarketcap.com/currencies/global-currency-reserve/"
588,"Leverj","LEV","$3,886,701","0.032913","118090511","$14,047","2.87%","4.90%","4.47%","https://coinmarketcap.com/currencies/leverj/"
